tCu,wCu,tLam,nLam,aln,tsu,freq,Pre_Q,Pre_R,Pre_L
10,250,350,12,15,4,100.0,1.9194562,1787.6744,5.4611816
10,200,350,8,20,2,1.0,3.1514726,13.399728,6.720935
10,200,350,8,20,2,25.75,8.279826,126.50991,6.4742413
10,200,350,8,20,2,50.5,5.135801,373.47394,6.0450106
10,200,350,8,20,2,75.25,3.9391725,700.8346,5.838939
10,200,350,8,20,2,100.0,3.3763409,1037.858,5.577047
10,200,350,16,20,6,1.0,5.249296,15.124771,12.636013
10,200,350,16,20,6,25.75,2.517649,602.10834,9.369426
10,200,350,16,20,6,50.5,1.67797,1339.0046,7.081007
10,200,350,16,20,6,75.25,1.4345164,1876.6014,5.693652
10,200,350,16,20,6,100.0,1.3854837,2244.1284,4.948449
20,200,350,8,20,2,1.0,6.3972626,6.521707,6.640115
20,200,350,8,20,2,25.75,9.367194,106.46321,6.1638513
20,200,350,8,20,2,50.5,5.3992896,344.33047,5.8592343
20,200,350,8,20,2,75.25,4.0026045,666.4528,5.641902
20,200,350,8,20,2,100.0,3.3566682,1006.9877,5.3796325
10,200,100,16,20,2,1.0,2.1324694,13.885909,4.712781
10,200,100,16,20,2,25.75,16.450863,49.583366,5.0415926
10,200,100,16,20,2,50.5,10.969689,136.60509,4.722695
10,200,100,16,20,2,75.25,8.154305,270.22592,4.6604447
10,200,100,16,20,2,100.0,6.74048,435.7272,4.674397
10,200,150,12,20,4,1.0,2.3191376,13.929394,5.14137
10,200,150,12,20,4,25.75,14.954371,57.583115,5.322387
10,200,150,12,20,4,50.5,10.016767,156.88379,4.9526114
10,200,150,12,20,4,75.25,7.505145,306.87585,4.871193
10,200,150,12,20,4,100.0,6.256178,488.25546,4.8615656
15,200,100,16,15,2,1.0,3.1621766,9.430475,4.746133
15,200,100,16,15,2,25.75,16.78499,47.70722,4.9493504
15,200,100,16,15,2,50.5,10.651175,139.19063,4.672358
15,200,100,16,15,2,75.25,8.072093,270.05734,4.6105814
15,200,100,16,15,2,100.0,6.7588444,427.49023,4.598526
10,250,250,8,15,4,1.0,3.0037303,11.01203,5.2643948
10,250,250,8,15,4,25.75,14.187543,62.163734,5.4511404
10,250,250,8,15,4,50.5,8.992716,176.66391,5.006883
10,250,250,8,15,4,75.25,6.777385,342.61,4.9110637
10,250,250,8,15,4,100.0,5.7270937,535.88513,4.884567
10,200,250,12,20,6,1.0,3.3707957,13.743335,7.373009
10,200,250,12,20,6,25.75,7.4661846,148.13559,6.8359857
10,200,250,12,20,6,50.5,4.487114,449.7023,6.3594685
10,200,250,12,20,6,75.25,3.4182358,830.6476,6.0052667
10,200,250,12,20,6,100.0,2.918085,1208.8704,5.614329
10,200,100,8,20,4,1.0,1.4636911,14.155354,3.2975416
10,200,100,8,20,4,25.75,21.337484,26.03756,3.43389
10,200,100,8,20,4,50.5,26.13667,40.341194,3.3229806
10,200,100,8,20,4,75.25,25.012224,62.853172,3.32501
10,200,100,8,20,4,100.0,22.854889,92.36796,3.359854
20,250,350,16,20,6,1.0,10.592013,6.544063,11.031794
20,250,350,16,20,6,25.75,2.9372606,493.4986,8.959245
20,250,350,16,20,6,50.5,1.8348219,1193.5731,6.9019494
20,250,350,16,20,6,75.25,1.5404652,1715.7059,5.5899544
20,250,350,16,20,6,100.0,1.4795789,2073.7285,4.8832636
15,250,350,8,15,4,1.0,5.948465,7.044175,6.6689157
15,250,350,8,15,4,25.75,8.851162,114.284706,6.252179
15,250,350,8,15,4,50.5,5.137263,360.71347,5.840134
15,250,350,8,15,4,75.25,3.8755689,684.3889,5.6098566
15,250,350,8,15,4,100.0,3.3022275,1021.9425,5.3709817
10,250,150,16,20,2,1.0,3.511965,10.521338,5.8808665
