tCu,wCu,tLam,nLam,aln,tsu,freq,Pre_Q,Pre_R,Pre_L
15,200,100,20,15,4,50.5,6.910108,257.95358,5.617656
15,200,100,20,15,4,75.25,5.121653,499.86368,5.4147096
15,200,100,20,15,4,100.0,4.2277846,773.2359,5.2028947
20,200,150,20,20,2,1.0,6.4673347,7.0566964,7.2635174
20,200,150,20,20,2,25.75,7.59646,147.43982,6.9225974
20,200,150,20,20,2,50.5,4.5728316,452.06232,6.514968
20,200,150,20,20,2,75.25,3.4563842,828.06866,6.053436
20,200,150,20,20,2,100.0,2.900481,1215.855,5.6126986
10,200,350,20,15,2,1.0,5.774067,16.19839,14.885856
10,200,350,20,15,2,25.75,1.8318583,845.9465,9.578068
10,200,350,20,15,2,50.5,1.4076182,1514.789,6.7199454
10,200,350,20,15,2,75.25,1.344026,1885.9136,5.360964
10,200,350,20,15,2,100.0,1.3843399,2093.6406,4.612804
20,200,250,24,20,2,1.0,9.18214,8.552585,12.498606
20,200,250,24,20,2,25.75,2.4861197,626.4,9.625358
20,200,250,24,20,2,50.5,1.7111924,1334.2015,7.1953006
20,200,250,24,20,2,75.25,1.4972581,1830.9397,5.798081
20,200,250,24,20,2,100.0,1.4478656,2150.694,4.95595
10,200,350,24,15,2,1.0,5.824725,18.032341,16.716597
10,200,350,24,15,2,25.75,1.4628217,981.33057,8.872575
10,200,350,24,15,2,50.5,1.2492576,1517.8655,5.976046
10,200,350,24,15,2,75.25,1.2845882,1764.277,4.793405
10,200,350,24,15,2,100.0,1.3873705,1889.4341,4.172
15,200,250,24,20,2,1.0,7.348703,10.821773,12.656954
15,200,250,24,20,2,25.75,2.4725962,635.3133,9.709217
15,200,250,24,20,2,50.5,1.7033942,1352.0475,7.2583137
15,200,250,24,20,2,75.25,1.4899566,1852.6171,5.8381147
15,200,250,24,20,2,100.0,1.4414495,2173.9902,4.9874344
10,250,350,28,15,4,1.0,6.5536757,17.127651,17.86499
10,250,350,28,15,4,25.75,1.2443315,1030.9075,7.928642
10,250,350,28,15,4,50.5,1.1557558,1436.5354,5.232523
10,250,350,28,15,4,75.25,1.2560711,1597.2628,4.2433043
10,250,350,28,15,4,100.0,1.404183,1672.0892,3.7368288
20,200,150,28,15,6,1.0,8.087918,7.823041,10.070071
20,200,150,28,15,6,25.75,3.5355854,404.9164,8.848502
20,200,150,28,15,6,50.5,2.2766743,1016.05493,7.2903233
20,200,150,28,15,6,75.25,1.8555838,1559.7778,6.1214848
20,200,150,28,15,6,100.0,1.6850749,1980.8597,5.312426
20,200,250,28,15,2,1.0,9.268482,9.971741,14.709566
20,200,250,28,15,2,25.75,1.7871288,847.62897,9.362776
20,200,250,28,15,2,50.5,1.3789009,1486.5184,6.4599943
20,200,250,28,15,2,75.25,1.3298228,1827.3202,5.1395106
20,200,250,28,15,2,100.0,1.380836,2011.2756,4.4201164
20,200,150,32,20,2,1.0,8.474141,7.887308,10.637623
20,200,150,32,20,2,25.75,3.3779671,438.8788,9.163116
20,200,150,32,20,2,50.5,2.1883113,1079.4095,7.4443035
20,200,150,32,20,2,75.25,1.7944452,1634.7205,6.204221
20,200,150,32,20,2,100.0,1.6382818,2056.1472,5.3612094
15,250,100,32,15,6,1.0,6.9354486,7.783993,8.592057
15,250,100,32,15,6,25.75,4.7950974,267.05008,7.914677
15,250,100,32,15,6,50.5,2.8959575,764.6663,6.978996
15,250,100,32,15,6,75.25,2.242122,1283.6815,6.0873733
15,250,100,32,15,6,100.0,1.947888,1737.5913,5.3868084
15,250,250,32,15,6,1.0,8.891454,11.16363,15.797865
15,250,250,32,15,6,25.75,1.4900311,941.90845,8.674553
15,250,250,32,15,6,50.5,1.2357157,1472.2618,5.7336636
15,250,250,32,15,6,75.25,1.2644929,1705.6228,4.5615544
15,250,250,32,15,6,100.0,1.3682524,1816.7988,3.9563353
15,250,250,8,5,4,1.0,7.3194942,7.915204,9.220688
15,250,250,8,5,4,25.75,3.6221747,362.598,8.117793
15,250,250,8,5,4,50.5,2.2776234,965.8244,6.9328036
15,250,250,8,5,4,75.25,1.8204,1542.2816,5.938051
15,250,250,8,5,4,100.0,1.6252443,2013.6046,5.2085032
15,250,150,16,5,6,1.0,10.055236,9.63659,15.4218235
